Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Percent_Bleaching,ClimSST,Temperature_Mean,Windspeed,SSTA,SSTA_Maximum,SSTA_Frequency,SSTA_DHW,TSA,TSA_Mean,TSA_Frequency,TSA_DHW,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,923.13,Sometimes,0.0273,49.1,15,12,2005,15.4,30.5,262.15,300.88,6,-0.38,3.48,10,1.32,-2.46,-1.38,3.5,0.8,0.22,15-12-2005,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6391,18.7066,-87.704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,923.13,Sometimes,0.0273,49.1,15,12,2005,13.4,30.5,262.15,300.88,6,-0.38,3.48,10,1.32,-2.46,-1.38,3.5,0.8,0.22,15-12-2005,Number of colonies observed: 38 ; Number of bleached colonies: 8,Number of colonies observed: 38 ; Number of bleached colonies: 8,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,633.03,Exposed,0.0406,36.82,15,3,2006,12.65,30.5,300.07,300.81,5,-0.04,2.78,9,0,-2.84,-1.47,3,0,0.24,15-03-2006,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6392,19.934,-87.4336,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,633.03,Exposed,0.0406,36.82,15,10,2004,12.2,30.5,300.9,300.81,3,0.9,2.78,2,1.01,0.23,-1.47,0,0,0.24,15-10-2004,Number of colonies observed: 9 ; Number of bleached colonies: 2,Number of colonies observed: 9 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6394,19.7864,-87.4263,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Punta Allen,nd,4427.62,Exposed,0.0495,48.48,15,10,2004,19.8,30.5,300.87,300.85,3,0.74,2.46,0,0,0.12,-1.54,0,0,0.31,15-10-2004,Number of colonies observed: 13 ; Number of bleached colonies: 3,Number of colonies observed: 13 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6395,19.9729,-87.4528,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1481.68,Exposed,0.0447,36.82,15,5,2006,17.6,30.5,262.15,300.81,4,0.6,4,7.5,0,-1.03,-1.48,3.5,0,0.36,15-05-2006,Number of colonies observed: 8 ; Number of bleached colonies: 2,Number of colonies observed: 8 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6396,18.724,-87.6968,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,363.65,Sometimes,0.0279,49.1,15,11,2005,8.2,30.5,300.28,300.88,7,-0.81,4.03,12,8.95,-1.77,-1.37,4,6.75,0.23,15-11-2005,Number of colonies observed: 32 ; Number of bleached colonies: 9,Number of colonies observed: 32 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Campechen,nd,1130.97,Exposed,0.0366,50.54,15,2,2005,9.9,30.5,299.52,300.78,4,-0.12,7.19,0,0,-3.01,-1.44,0,0,0.83,15-02-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Campechen,nd,1130.97,Exposed,0.0366,50.54,15,8,2005,8.5,30.5,302.1,300.78,3,1.3,7.19,4,4.27,1.3,-1.44,3,3.69,0.83,15-08-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Campechen,nd,1130.97,Exposed,0.0366,50.54,15,10,2004,9.9,30.5,300.81,300.78,4,0.46,7.19,0,0,-0.22,-1.44,0,0,0.83,15-10-2004,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Campechen,nd,1130.97,Exposed,0.0366,50.54,15,10,2004,10,30.5,300.81,300.78,4,0.46,7.19,0,0,-0.22,-1.44,0,0,0.83,15-10-2004,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6397,20.0995,-87.4625,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Campechen,nd,1130.97,Exposed,0.0366,50.54,15,12,2005,8.05,30.5,299.49,300.78,5,-0.23,7.19,8,0,-2.4,-1.44,7,0,0.83,15-12-2005,Number of colonies observed: 17 ; Number of bleached colonies: 5,Number of colonies observed: 17 ; Number of bleached colonies: 5,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,683.39,Exposed,0.0406,36.82,15,6,2005,15.85,30.5,302.09,300.81,4,0.36,2.78,4,3.18,-0.41,-1.47,0,0,0.24,15-06-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,683.39,Exposed,0.0406,36.82,15,9,2005,18.3,30.5,301.57,300.81,4,1.57,2.78,8,7.61,1.41,-1.47,2,4.1,0.24,15-09-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,683.39,Exposed,0.0406,36.82,15,9,2005,18.6,30.5,301.57,300.81,4,1.57,2.78,8,7.61,1.41,-1.47,2,4.1,0.24,15-09-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,683.39,Exposed,0.0406,36.82,15,10,2004,15.2,30.5,300.9,300.81,3,0.9,2.78,2,1.01,0.23,-1.47,0,0,0.24,15-10-2004,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6398,19.9333,-87.4321,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,683.39,Exposed,0.0406,36.82,15,10,2004,20,30.5,300.9,300.81,3,0.9,2.78,2,1.01,0.23,-1.47,0,0,0.24,15-10-2004,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1214.31,Exposed,0.0392,46.93,15,5,2005,8.8,30.5,301.38,300.78,4,0.71,6,3,0,-0.66,-1.38,2,0,0.81,15-05-2005,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1214.31,Exposed,0.0392,46.93,15,5,2006,10.25,30.5,301.38,300.78,4,0.1,6,9,0,-1.29,-1.38,6,0,0.81,15-05-2006,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6399,20.0375,-87.4662,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1214.31,Exposed,0.0392,46.93,15,11,2004,8.8,30.5,300.11,300.78,5,0.26,6,3,2.17,-0.88,-1.38,2,1,0.81,15-11-2004,Number of colonies observed: 13 ; Number of bleached colonies: 4,Number of colonies observed: 13 ; Number of bleached colonies: 4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,728.3,Sometimes,0.0273,49.1,15,2,2006,9.2,30.5,262.15,300.88,6,-0.34,3.48,10,0,-3.23,-1.38,3.5,0,0.22,15-02-2006,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,728.3,Sometimes,0.0273,49.1,15,2,2006,10.05,30.5,262.15,300.88,6,-0.34,3.48,10,0,-3.23,-1.38,3.5,0,0.22,15-02-2006,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,728.3,Sometimes,0.0273,49.1,15,5,2005,12.5,30.5,262.15,300.88,4,0.42,3.48,1,1.08,-1,-1.38,0,0,0.22,15-05-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6404,18.7069,-87.7058,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,728.3,Sometimes,0.0273,49.1,15,11,2005,9.6,30.5,262.15,300.88,7,-1.32,3.48,10,6.63,-2.28,-1.38,3.5,5.42,0.22,15-11-2005,Number of colonies observed: 18 ; Number of bleached colonies: 6,Number of colonies observed: 18 ; Number of bleached colonies: 6,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,820.41,Sometimes,0.0286,49.1,15,2,2006,10,30.5,262.15,300.88,6,-0.34,3.18,8.67,0,-3.23,-1.37,2.67,0,0.24,15-02-2006,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6406,18.6809,-87.7126,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,820.41,Sometimes,0.0286,49.1,15,5,2005,8.95,30.5,262.15,300.88,4,0.51,3.18,1.33,0.72,-0.91,-1.37,0.33,0,0.24,15-05-2005,Number of colonies observed: 28 ; Number of bleached colonies: 10,Number of colonies observed: 28 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1209.28,Exposed,0.041,46.93,15,2,2006,6.3,30.5,299.66,300.78,5,0.16,6,9,0,-2.79,-1.38,6,0,0.81,15-02-2006,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1209.28,Exposed,0.041,46.93,15,5,2005,6.1,30.5,301.38,300.78,4,0.71,6,3,0,-0.66,-1.38,2,0,0.81,15-05-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1209.28,Exposed,0.041,46.93,15,5,2005,7.6,30.5,301.38,300.78,4,0.71,6,3,0,-0.66,-1.38,2,0,0.81,15-05-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1209.28,Exposed,0.041,46.93,15,8,2005,6.4,30.5,302.15,300.78,3,1.45,6,7,6.73,1.38,-1.38,3,2.79,0.81,15-08-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1209.28,Exposed,0.041,46.93,15,10,2004,8.8,30.5,300.97,300.78,3,0.1,6,3,3.37,-0.32,-1.38,2,2.09,0.81,15-10-2004,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6408,20.052,-87.4663,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1209.28,Exposed,0.041,46.93,15,12,2005,5.05,30.5,299.31,300.78,5,-1.55,6,9,0,-3.7,-1.38,6,0,0.81,15-12-2005,Number of colonies observed: 27 ; Number of bleached colonies: 10,Number of colonies observed: 27 ; Number of bleached colonies: 10,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1592.73,Exposed,0.041,46.93,15,2,2006,12.6,30.5,299.66,300.78,5,0.16,6,9,0,-2.79,-1.38,6,0,0.81,15-02-2006,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1592.73,Exposed,0.041,46.93,15,6,2005,11.45,30.5,301.86,300.78,4,0.03,6,3,0,-0.71,-1.38,2,0,0.81,15-06-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6410,20.0514,-87.4628,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1592.73,Exposed,0.041,46.93,15,9,2005,13.4,30.5,301.7,300.78,4,1.66,6,10,11.76,1.63,-1.38,6,7.7,0.81,15-09-2005,Number of colonies observed: 23 ; Number of bleached colonies: 9,Number of colonies observed: 23 ; Number of bleached colonies: 9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,9,2005,3.4,30.5,301.7,300.78,4,1.66,6,10,11.76,1.63,-1.38,6,7.7,0.81,15-09-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,9,2005,3.55,30.5,301.7,300.78,4,1.66,6,10,11.76,1.63,-1.38,6,7.7,0.81,15-09-2005,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6413,20.0505,-87.4704,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,832.76,Exposed,0.041,46.93,15,10,2004,3.7,30.5,300.97,300.78,3,0.1,6,3,3.37,-0.32,-1.38,2,2.09,0.81,15-10-2004,Number of colonies observed: 26 ; Number of bleached colonies: 3,Number of colonies observed: 26 ; Number of bleached colonies: 3,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1968.59,Exposed,0.0401,47.04,15,8,2005,20.1,30.5,302.32,300.83,3,0.16,3.57,2,2.17,0.09,-1.55,0,0,0.2,15-08-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1968.59,Exposed,0.0401,47.04,15,10,2004,18.6,30.5,300.86,300.83,3,-0.07,3.57,1,0,-0.72,-1.55,0,0,0.2,15-10-2004,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6414,19.8805,-87.412,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1968.59,Exposed,0.0401,47.04,15,10,2004,17.55,30.5,300.86,300.83,3,-0.07,3.57,1,0,-0.72,-1.55,0,0,0.2,15-10-2004,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1400.2,Exposed,0.0447,36.82,15,2,2005,17.7,30.5,262.15,300.81,4,-0.3,4,2,0.27,-3.33,-1.48,0.25,0,0.36,15-02-2005,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6415,19.9683,-87.4517,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,1400.2,Exposed,0.0447,36.82,15,10,2004,18.3,30.5,262.15,300.81,3,0.56,4,2,1.63,0,-1.48,0.25,0.31,0.36,15-10-2004,Number of colonies observed: 7 ; Number of bleached colonies: 1,Number of colonies observed: 7 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1484.62,Exposed,0.0404,46.93,15,8,2005,9,30.5,302.21,300.76,3,0.25,6.02,7,6.12,0.16,-1.46,2,2.46,0.68,15-08-2005,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1484.62,Exposed,0.0404,46.93,15,10,2004,30,30.5,300.89,300.76,3,0.5,6.02,2,2.43,0.02,-1.46,1,1.23,0.68,15-10-2004,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1484.62,Exposed,0.0404,46.93,15,11,2005,10.1,30.5,300.01,300.76,6,-0.57,6.02,8,3.67,-1.78,-1.46,4,3.63,0.68,15-11-2005,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6416,20.0169,-87.4622,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Boca Paila,nd,1484.62,Exposed,0.0404,46.93,15,11,2005,11.75,30.5,300.01,300.76,6,-0.57,6.02,8,3.67,-1.78,-1.46,4,3.63,0.68,15-11-2005,Number of colonies observed: 12 ; Number of bleached colonies: 2,Number of colonies observed: 12 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6421,19.9321,-87.4342,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,nd,439.76,Exposed,0.0406,36.82,15,3,2006,7.1,30.5,300.07,300.81,5,-0.04,2.78,9,0,-2.84,-1.47,3,0,0.24,15-03-2006,Number of colonies observed: 4 ; Number of bleached colonies: 2,Number of colonies observed: 4 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6424,18.7199,-87.7011,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,341.23,Sometimes,0.0279,49.1,15,6,2006,6.15,30.5,262.15,300.88,5,0.44,3.48,8.5,0.55,-0.5,-1.38,3.5,0,0.22,15-06-2006,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
