Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_condition
6450,18.6872,-87.7122,Atlantic,Belize and west Caribbean,Sometimes,0.0286,49.1,6,2005,30.5,300.88,5,1.17,1.82,0.25,0.24,15-06-2005,Number of colonies observed: 20 ; Number of bleached colonies: 1,Number of colonies observed: 20 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6453,19.967,-87.4608,Atlantic,Belize and west Caribbean,Exposed,0.0512,36.82,10,2004,30.5,300.81,3,0.56,1.63,0,0.36,15-10-2004,Number of colonies observed: 16 ; Number of bleached colonies: 1,Number of colonies observed: 16 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6456,18.6343,-87.7199,Atlantic,Belize and west Caribbean,Sometimes,0.028,50.37,6,2006,30.5,300.87,5,0.46,1.35,-0.43,0.25,15-06-2006,Number of colonies observed: 22 ; Number of bleached colonies: 2,Number of colonies observed: 22 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6463,18.7196,-87.6977,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,8,2005,30.5,300.88,4,0.99,5.58,0.8,0.23,15-08-2005,Number of colonies observed: 20 ; Number of bleached colonies: 2,Number of colonies observed: 20 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6463,18.7196,-87.6977,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,12,2005,30.5,300.88,6,-0.34,2.65,-2.41,0.23,15-12-2005,Number of colonies observed: 20 ; Number of bleached colonies: 2,Number of colonies observed: 20 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6468,18.7196,-87.6995,Atlantic,Belize and west Caribbean,Sometimes,0.0279,49.1,11,2005,30.5,300.88,7,-1.32,6.63,-2.28,0.22,15-11-2005,Number of colonies observed: 18 ; Number of bleached colonies: 2,Number of colonies observed: 18 ; Number of bleached colonies: 2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6521,18.6345,-87.7222,Atlantic,Belize and west Caribbean,Sometimes,0.028,50.37,6,2005,30.5,300.87,5,1.06,2.12,0.18,0.25,15-06-2005,Number of colonies observed: 3 ; Number of bleached colonies: 1,Number of colonies observed: 3 ; Number of bleached colonies: 1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6542,20.5,-87.05,Atlantic,Belize and west Caribbean,Sometimes,0.0255,52.7,8,1998,30.5,300.92,3,1.22,1.09,1.18,0.19,15-08-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6553,23,-109.7,Pacific,Gulf of California,Exposed,0.0819,49.56,9,1997,30.5,298.55,5,0.93,24.27,0.93,0.33,15-09-1997,Moderate bleaching; 19% bleached,Moderate bleaching; 19% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6564,21.4709,-105.2144,Pacific,Western Mexico and Revillagigedo Islands,Sometimes,0.9785,48.6,10,1997,30.5,300.83,1,0.97,8.02,-0.55,0.4,15-10-1997,0.25,0.25,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6565,24.781,-110.4833,Pacific,Gulf of California,Sheltered,0.0948,51.48,10,1997,30.5,298.12,3,1.62,11.42,-0.11,0.16,15-10-1997,0.25,0.25,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6714,12.1833,-68.3,Atlantic,Netherlands Antilles and south Caribbean,Sheltered,0.0365,51.83,6,1992,30.5,299.97,7,-0.72,2.46,-2.49,0.27,15-06-1992,When observations began in May 21 1992 until the afternoon of June 25;1992 reef conditions were normal. On June 26 (0930) water temperature from the surface up to at least 30 m depth decreased from the normal 27.5C - 28C to 25C.   Bleaching manifest,When observations began in May 21 1992 until the afternoon of June 25;1992 reef conditions were normal. On June 26 (0930) water temperature from the surface up to at least 30 m depth decreased from the normal 27.5C - 28C to 25C.   Bleaching manifest,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6718,12.078,-68.2158,Atlantic,Netherlands Antilles and south Caribbean,Exposed,0.0344,53.28,9,1998,30.5,300.16,6,0.44,3.03,0.2,0.26,15-09-1998,bleaching first noticed 11/03/97 as minimal then again 09/02/98 (source NOAA Database Id No 4 & 107),bleaching first noticed 11/03/97 as minimal then again 09/02/98 (source NOAA Database Id No 4 & 107),Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6933,7.752,134.5763,Pacific,Palau,Sheltered,0.0632,60.9,8,1998,30.5,301.75,2,1.68,5.71,1.25,0.79,15-08-1998,relatively severe and widespread across depths. 53% bleached at 3-5m; 69% bleached at 10-12m,relatively severe and widespread across depths. 53% bleached at 3-5m; 69% bleached at 10-12m,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
6976,7.8167,-81.7667,Pacific,Costa Rica and Panama Pacific coast,Sheltered,0.0537,50,9,1997,30.5,301.53,2.89,-0.11,18.94,-1.58,0.34,15-09-1997,Extensive bleaching of corals; coralline algae and other reef species due to estreme low tides coinciding with the La Nina condition.,Extensive bleaching of corals; coralline algae and other reef species due to estreme low tides coinciding with the La Nina condition.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7050,7.7902,-81.761,Pacific,Costa Rica and Panama Pacific coast,Exposed,0.0629,50,9,1997,30.5,301.53,2.89,-0.11,18.94,-1.58,0.34,15-09-1997,significant bleaching,significant bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7073,-10.3,150.416,Pacific,Milne Bay Papua New Guinea,Sheltered,0.1256,48.2,1,2000,30.5,300.95,3,-0.68,5.14,-0.74,1.2,15-01-2000,Bleaching was observed at 2 shallow bays  with 50-100% coral affected. Depth of bleaching was down to 5m; with majority in the top 2-3m,Bleaching was observed at 2 shallow bays  with 50-100% coral affected. Depth of bleaching was down to 5m; with majority in the top 2-3m,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7125,-5.2,150.5167,Pacific,Bismarck Sea New Guinea,Sheltered,0.0395,50.9,8,1998,30.5,302.96,5,0.63,0,-0.59,1.02,15-08-1998,High mortality of corals was observed with 75% of Acropora affected; and in many other genera.,High mortality of corals was observed with 75% of Acropora affected; and in many other genera.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7126,-4.9025,151.062,Pacific,Bismarck Sea New Guinea,Sometimes,0.0425,51.07,8,1998,30.5,302.88,5,0.73,1.19,-0.26,0.78,15-08-1998,75% acropora bleached,75% acropora bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7154,10.01,125.01,Pacific,South-east Philippines,Sheltered,0.0514,56.67,1,2008,30.5,301.33,6,-1.27,0,-3.44,0.73,15-01-2008,30% of recorded recntly killed coral on substrate is result of bleaching; 6 fusiliers; 5 surgeonfish; 3 rabbitfish; 34 drupella,30% of recorded recntly killed coral on substrate is result of bleaching; 6 fusiliers; 5 surgeonfish; 3 rabbitfish; 34 drupella,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7214,10.19,124,Pacific,South-east Philippines,Sheltered,0.0754,56.83,7,2008,30.5,301.67,4,-0.19,1.69,-0.34,0.8,15-07-2008,20% of recorded  recently killed coral on substrate is result of bleaching; large quantities of rubble,20% of recorded  recently killed coral on substrate is result of bleaching; large quantities of rubble,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7217,9.2,123.34,Pacific,South-east Philippines,Sheltered,0.0478,56.3,8,1998,30.5,301.38,3,1.59,8.21,1.39,0.99,15-08-1998,Bleaching across top of massive porites,Bleaching across top of massive porites,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7231,13.7163,120.8504,Pacific,North Philippines,Sheltered,0.0654,54.95,9,1998,30.5,301.03,8,-0.8,12.14,-1.56,0.64,15-09-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7233,16.45,119.9167,Pacific,North Philippines,Sheltered,0.1533,56.79,10,1994,30.5,301.91,9,-0.05,0,-0.62,1.01,15-10-1994,Giant clams kept in the Silaqui ocean nursery exhibited central mantle bleaching. The cause of bleaching may be due to the reduced light intensity during the rainy season. During the onset of brighter conditions; clams bleached perhaps due to increased UV,Giant clams kept in the Silaqui ocean nursery exhibited central mantle bleaching. The cause of bleaching may be due to the reduced light intensity during the rainy season. During the onset of brighter conditions; clams bleached perhaps due to increased UV,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7234,9.0833,123.2667,Pacific,South-east Philippines,Sheltered,0.0495,56.29,10,1998,30.5,301.29,5,0.5,17.77,0.46,0.87,15-10-1998,Moderate bleaching; Some large colonies of hard corals showed some patchy bleaching.,Moderate bleaching; Some large colonies of hard corals showed some patchy bleaching.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7236,10.4456,123.6308,Pacific,South-east Philippines,Sheltered,0.0634,55.91,11,1998,30.5,301.69,6,1.24,2.46,0.47,0.87,15-11-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7700,-21.258,55.3253,Indian,Mascarene Islands,Exposed,0.0271,45.87,3,1998,30.5,298.75,6,-1.32,1.12,-1.44,0.14,15-03-1998,30-50%,30-50%,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7705,-21.1135,55.2526,Indian,Mascarene Islands,Exposed,0.0241,46.28,4,1998,30.5,298.84,9,-1.3,1.16,-2.19,0.15,15-04-1998,reef flats at La Reunion; Mascarene islands,reef flats at La Reunion; Mascarene islands,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7753,-13.825,-171.785,Pacific,Samoa Tuvalu and Tonga,Sheltered,0.0359,45.12,2,1998,30.5,301.77,4,-0.46,0,-0.59,0.51,15-02-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7780,24.2,36.8,Red Sea,North and central Red Sea,Exposed,0.0304,47.37,8,1998,30.5,300.04,5,0.53,4.23,0.48,0.46,15-08-1998,Some locations bleached heavily,Some locations bleached heavily,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7808,-9.5364,50.9956,Indian,Southern Seychelles,Sheltered,0.5143,37.29,4,1998,30.5,299.91,9,0.82,12.83,0.24,0.69,15-04-1998,49% bleached,49% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7809,-9.4476,46.3991,Indian,Southern Seychelles,Exposed,0.04,36.2,4,1998,30.5,299.74,8,-0.12,4.83,-1.06,0.42,15-04-1998,30% bleached,30% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7834,-9.0092,160.1024,Pacific,Solomon Islands and Bougainville,Sheltered,0.0502,43.15,1,2000,30.5,302.16,4,-1.03,1.51,-1.04,0.7,15-01-2000,outside reef worst affected rather than inside lagoon,outside reef worst affected rather than inside lagoon,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7845,-10.1667,161.95,Pacific,Solomon Islands and Bougainville,Exposed,0.039,42.18,5,2000,30.5,301.83,4,-0.46,0,-1.04,0.68,15-05-2000,20% coral bleached. Some shallow sites upto 50% bleached,20% coral bleached. Some shallow sites upto 50% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7846,-9.083,160.25,Pacific,Solomon Islands and Bougainville,Sheltered,0.0485,44.99,5,2000,30.5,302.22,3,-0.78,0,-1.39,1.06,15-05-2000,20% coral bleached. Some shallow sites upto 50% bleached,20% coral bleached. Some shallow sites upto 50% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7847,-8.9979,159.2518,Pacific,Solomon Islands and Bougainville,Sheltered,0.043,46.55,5,2000,30.5,302.29,3,-0.49,5.71,-1.15,0.85,15-05-2000,20% coral bleached. Some shallow sites upto 50% bleached,20% coral bleached. Some shallow sites upto 50% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7848,-8.5,160.9,Pacific,Solomon Islands and Bougainville,Sheltered,0.044,46.24,5,2000,30.5,302.2,3,0.15,0,-0.52,0.42,15-05-2000,bleaching,bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7849,-8.4895,158.1295,Pacific,Solomon Islands and Bougainville,Sheltered,0.0433,47.12,5,2000,30.5,302.3,3,-1.95,1.11,-2.56,0.87,15-05-2000,20% coral bleached. Some shallow sites upto 50% bleached,20% coral bleached. Some shallow sites upto 50% bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7850,-7.65,156.6667,Pacific,Solomon Islands and Bougainville,Sheltered,0.0507,45.85,5,2000,30.5,302.35,3,-0.01,2.74,-0.38,1.17,15-05-2000,bleaching,bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7934,6.0985,81.2873,Indian,South Sri Lanka,Exposed,0.3012,40.4,4,1998,30.5,301,2,1.26,4.25,1.23,0.55,15-04-1998,significant bleaching,significant bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7944,6.3203,81.6206,Indian,South Sri Lanka,Exposed,0.3064,40.15,10,1998,30.5,301.13,4,1.01,1.48,-0.09,0.39,15-10-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
7977,23.61,119.5819,Pacific,Taiwan and coastal China,Sheltered,0.119,50.37,6,1998,30.5,297.22,8,0.91,8.96,-0.06,0.42,15-06-1998,30-40%,30-40%,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8091,-6,39.55,Indian,Kenya and Tanzania coast,Exposed,0.0408,41.94,3,1998,30.5,300.32,3,1.36,5.77,1.33,0.55,15-03-1998,Two factors seem to be associated with coral bleaching in Tanzania:water temperature and rainfall (salinity). The water temperature was 30.5C; about 2C higher than in the previous year (28.5C).,Two factors seem to be associated with coral bleaching in Tanzania:water temperature and rainfall (salinity). The water temperature was 30.5C; about 2C higher than in the previous year (28.5C).,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8091,-6,39.55,Indian,Kenya and Tanzania coast,Exposed,0.0408,41.94,5,1998,30.5,300.32,8,1.06,11.42,0.07,0.55,15-05-1998,Two factors seem to be associated with coral bleaching in Tanzania:water temperature and rainfall (salinity). The water temperature was 30.5C; about 2C higher than in the previous year (28.5C).,Two factors seem to be associated with coral bleaching in Tanzania:water temperature and rainfall (salinity). The water temperature was 30.5C; about 2C higher than in the previous year (28.5C).,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8115,-5.025,39.24,Indian,Kenya and Tanzania coast,Sometimes,0.0922,42.43,5,1998,30.5,300.28,7,0.74,11.08,-0.19,0.53,15-05-1998,0.25,0.25,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8125,-10.3477,40.3384,Indian,Kenya and Tanzania coast,Sheltered,0.0542,35.22,5,1998,30.5,300.3,6,0.2,3.8,-0.66,0.85,15-05-1998,15-25%,15-25%,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8126,-5.1167,39.2167,Indian,Kenya and Tanzania coast,Exposed,0.0524,42.41,5,1998,30.5,300.26,7,0.76,9.31,-0.12,0.56,15-05-1998,About 25% of corals were bleached.,About 25% of corals were bleached.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8157,6.4025,101.9067,Pacific,Gulf of Thailand,Exposed,0.1676,49.18,4,1998,30.5,302.4,2,0.59,10.89,0.17,0.42,15-04-1998,widespread bleaching,widespread bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8158,9.209,99.3818,Pacific,Gulf of Thailand,Sheltered,0.5074,48.52,4,1998,30.5,302.36,1,0.84,6.12,0.83,1.69,15-04-1998,widespread bleaching,widespread bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8160,10.0531,99.8382,Pacific,Gulf of Thailand,Sheltered,0.0598,49.94,4,1998,30.5,302.04,2,1.32,13.64,1.19,0.53,15-04-1998,80% Pocillopora damicornis bleached,80% Pocillopora damicornis bleached,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8161,10.4843,99.24,Pacific,Gulf of Thailand,Sheltered,0.224,48.48,4,1998,30.5,301.99,2,1.53,13.05,1.51,0.68,15-04-1998,widespread bleaching 30-50%,widespread bleaching 30-50%,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8162,11.83,99.82,Pacific,Gulf of Thailand,Sheltered,0.1962,45.67,4,1998,30.5,301.79,2,1.14,16.24,1.02,0.36,15-04-1998,acropora 100% bleached; 60-70% porites bleached; 80% Pocillopora damicornis,acropora 100% bleached; 60-70% porites bleached; 80% Pocillopora damicornis,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8164,12.152,102.5692,Pacific,Gulf of Thailand,Sheltered,0.431,50.11,4,1998,30.5,301.98,2,2.41,19.9,2.25,3.21,15-04-1998,widespread bleaching,widespread bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8165,12.5503,101.425,Pacific,Gulf of Thailand,Sheltered,0.1267,49.75,4,1998,30.5,302.29,3,2.1,14.57,1.96,0.62,15-04-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8166,12.6296,101.3293,Pacific,Gulf of Thailand,Sheltered,0.1332,49.66,4,1998,30.5,302.33,3,1.86,13.88,1.66,0.53,15-04-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8167,12.9526,100.8216,Pacific,Gulf of Thailand,Sheltered,0.2239,49.5,4,1998,30.5,302.28,2,0.68,9.86,0.31,0.66,15-04-1998,Moderate bleaching,Moderate bleaching,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
8168,13.15,100.8,Pacific,Gulf of Thailand,Sheltered,0.2242,49.54,4,2000,30.5,302.34,2,0.07,0,-0.29,0.62,15-04-2000,Moderate bleaching; There was 50-60% of corals bleached; with mortality of about half.,Moderate bleaching; There was 50-60% of corals bleached; with mortality of about half.,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
